book_num,paragraph,rob_sentiment,rob_score,rob_all_scores
4,harry feel something streak across face like blunt knife force knock sideways fall neville jerk leg shield charm stop bad spell dolohov raise wand accio proph sirius hurtle nowhere ram dolohov shoulder send fly way the prophecy fly tips harry finger manage cle,neutral,0.69622546,"{'neutral': 0.69622546, 'negative': 0.26157448, 'positive': 0.042200107}"
4,now sirius dolohov duel wand flash like sword spark fly wand tip dolohov draw back wand make slash movement use harry hermione springing harry yelled petrificus totalus once dolohov arm leg snap together keel backward landing crash back nice one shout sirius force harry head pair stunning spell fly toward now I want get,positive,0.5058315,"{'positive': 0.5058315, 'neutral': 0.4791493, 'negative': 0.015019194}"
4,no get neville catch harry flung prophecy across floor neville spin around back scoop ball chest malfoy point wand instead neville harry jabbed wand back shoulder yelled impedimenta malfoy blast back as harry scrambled look around see malfoy smash dais sirius bellatrix duel,neutral,0.7990259,"{'neutral': 0.7990259, 'negative': 0.14859252, 'positive': 0.052381538}"
4,be dat man sirius black friend harry nod here say lupin quietly point wand neville leg say finite the spell lift neville leg fall back onto floor remain still lupin face pale,neutral,0.89166313,"{'neutral': 0.89166313, 'positive': 0.079593405, 'negative': 0.028743463}"
4,the tank rise air tip harry deluge foulsmelle potion within the brain slip slide begin spin long colored tentacle shout wingardium leviosa fly air away slip slide run toward door he leapt luna groan floor past ginny say harry past ron giggled feebly hermione still unconscious,neutral,0.87851465,"{'neutral': 0.87851465, 'positive': 0.07092784, 'negative': 0.050557557}"
4,aaaaaah love little baby potter hatred rise harry never know he fling behind fountain bellow crucio bellatrix scream the spell knock foot writhe shriek pain neville already feet breathless long laugh,positive,0.58077127,"{'positive': 0.58077127, 'neutral': 0.30701068, 'negative': 0.11221804}"
4,I give lesson harry edge around fountain side she scream crucio force duck centaur arm hold bow spin land crash floor short distance golden wizard head potter win cry he could hear move right try get clear shot,neutral,0.7425642,"{'neutral': 0.7425642, 'positive': 0.14404519, 'negative': 0.11339066}"
4,he back around statue away crouch behind centaur leg head level houseelf I dark lord loyal servant I learn dark art I know spell power pathetic little boy never hope compete stupefy yelled harry he edge right around goblin stand beam headless wizard take aim back peered around fountain she react fast barely time duck,neutral,0.48644856,"{'neutral': 0.48644856, 'negative': 0.46781433, 'positive': 0.04573715}"
4,he edge right around goblin stand beam headless wizard take aim back peered around fountain she react fast barely time duck protego the jet red light stunning spell bounce back harry scramble back behind fountain one goblin ear went fly across room,neutral,0.8692395,"{'neutral': 0.8692395, 'positive': 0.11038183, 'negative': 0.020378727}"
4,liar shriek could hear terror behind anger you ve get it potter and you will give it to I accio prophecy accio prophecy harry laughed know would incense pain building head badly think skull might burst,negative,0.874181,"{'negative': 0.874181, 'neutral': 0.11247967, 'positive': 0.013339383}"
4,liar shriek could hear terror behind anger you ve get it potter and you will give it to I accio prophecy accio prophecy harry laughed know would incense pain building head badly think skull might burst he wave empty hand behind oneeare goblin withdraw quickly send another jet green light fly,negative,0.80068994,"{'negative': 0.80068994, 'neutral': 0.18012136, 'positive': 0.019188749}"
4,month preparation month effort death eater let harry potter thwart master I sorry I know I fight animagus black sob bellatrix fling voldemort foot pace slowly nearer master know be quiet bella say voldemort dangerously,neutral,0.4868936,"{'neutral': 0.4868936, 'negative': 0.45866162, 'positive': 0.054444745}"
4,I nothing say potter say quietly you irk often long avada kedavra harry even open mouth resist his mind blank wand point uselessly floor,negative,0.73383814,"{'negative': 0.73383814, 'neutral': 0.2475886, 'positive': 0.018573307}"
4,I shall explain everything repeat dumbledore harry back school he walk away pool place golden wizard head lie floor he point wand mutter portus the head glow blue tremble noisily wooden floor second became still now see dumbledore say fudge dumbledore pick head walk back harry carry you get authorization portkey,neutral,0.8617524,"{'neutral': 0.8617524, 'positive': 0.10317152, 'negative': 0.03507602}"
4,and kreacher tell laugh croak he wish tell say dumbledore but I sufficiently accomplish legilimen know I lie I persuade tell full story I leave department mystery and whisper harry hand curl cold fist knee hermione keep tell we nice she quite right harry say dumbledore,neutral,0.6559796,"{'neutral': 0.6559796, 'positive': 0.22147392, 'negative': 0.122546434}"
4,so bin hidin mountain say hagrid up cave like sirius hagrid break clear throat gruffly look harry take long draft juice anyway back say feebly,neutral,0.8894133,"{'neutral': 0.8894133, 'positive': 0.06176359, 'negative': 0.04882312}"
4,but get get go harry suppose packing add guiltily look around mess floor oh yeah say harry grab book don stupid much quick I pack cry tonk wave wand long sweeping movement floor book clothe telescope scale soar air fly pellmell trunk it neat say tonk walk trunk look jumble inside,neutral,0.6413049,"{'neutral': 0.6413049, 'negative': 0.22099935, 'positive': 0.13769583}"
5,you think mistaken or I somehow hoodwink fool dark lord greatest wizard accomplish legilimen world ever see bellatrix say nothing look first time little discomfited snape press point,negative,0.70620275,"{'negative': 0.70620275, 'neutral': 0.26524085, 'positive': 0.028556347}"
5,wand follow harry say quietly he open gate walk swiftly silently garden path harry heel push front door slowly wand raise ready lumos dumbledore wand tip ignite cast light narrow hallway to leave another door stand open,neutral,0.9018613,"{'neutral': 0.9018613, 'positive': 0.088545926, 'negative': 0.009592666}"
5,all well dumbledore talk take post hogwart would tantamount declare public allegiance order phoenix and I sure admirable brave rest I personally fancy mortality rate you join order teach hogwart say harry could quite keep note derision voice it hard sympathize slughorn cosseted existence remember sirius crouch cave living rat most teacher none ever kill well unless count quirrell get deserve see work voldemort harry sure slughorn would one wizard could bear hear voldemort name speak aloud disappoint slughorn give shudder squawk protest harry ignore,neutral,0.605209,"{'neutral': 0.605209, 'positive': 0.32919958, 'negative': 0.06559144}"
5,harry stomach squirm he wish eat less breakfast at beauxbaton say fleur complacently ad different way thing I think eet well we sit examination six year study five,negative,0.560346,"{'negative': 0.560346, 'neutral': 0.40690577, 'positive': 0.032748178}"
5,do see much uncle marcus unfortunately belby take large mouthful pheasant haste answer slughorn swallow fast turn purple begin choke anapneo say slughorn calmly point wand belby whose airway seem clear not much gasp belby eye stream well course I daresay busy say slughorn look questioningly belby,neutral,0.6503256,"{'neutral': 0.6503256, 'negative': 0.27936727, 'positive': 0.07030714}"
5,what malfoy want hide pansy be see mysterious broken object important mend petrificus totalus without warn malfoy pointed wand harry instantly paralyzed as though slow motion topple luggage rack fall agonize floorshake crash malfoy foot invisibility cloak trap beneath whole body reveal leg still curl absurdly cramp kneeling position,neutral,0.662021,"{'neutral': 0.662021, 'negative': 0.30621657, 'positive': 0.031762432}"
5,once arrive hogwart take place great hall look gryffindor table time finally realize doubt would halfway back london he try make sound even grunt impossible then remember wizard like dumbledore could perform spell without speak try summon wand fall hand say word accio wand head nothing happen he think could hear rustle tree surround lake faroff hoot owl hint search make even despise slightly hope panicked voice wonder harry potter go a feeling hopelessness spread imagine convoy thestraldrawn carriage trundle school muffled yell laughter issue whichever carriage malfoy riding could recount attack harry crabbe goyle zabini pansy parkinson,neutral,0.66160506,"{'neutral': 0.66160506, 'negative': 0.17663026, 'positive': 0.16176471}"
5,come jump harry hurried corridor she pull open train door leapt onto platform seem slide underneath train gather momentum he follow stagger little landing straighten time see gleam scarlet steam engine pick speed round corner disappear view the cold night air soothe throbbing nose,neutral,0.8757092,"{'neutral': 0.8757092, 'positive': 0.093167715, 'negative': 0.03112314}"
5,I fix nose stand still harry think much idea intend visit madam pomfrey matron little confidence come healing spell seem rude say stay stockstill close eye episkey say tonk harry nose feel hot cold he raise hand feel gingerly,negative,0.5413612,"{'negative': 0.5413612, 'neutral': 0.42447203, 'positive': 0.034166723}"
5,he cold hungry quite keen leave new gloomy tonk behind but put hand push open gate find chain shut alohomora say confidently point wand padlock nothing happen that work say tonk dumbledore bewitch,neutral,0.73727167,"{'neutral': 0.73727167, 'positive': 0.16483612, 'negative': 0.09789214}"
5,you cover blood say hermione come she raise wand say tergeo siphon dried blood thank say harry feel clean face how nose look,neutral,0.7525986,"{'neutral': 0.7525986, 'positive': 0.14457507, 'negative': 0.10282628}"
5,I grawp say hagrid happily los track time he get new home mountain dumbledore fix nice big cave he much happy forest we havin good chat,positive,0.9642238,"{'positive': 0.9642238, 'neutral': 0.03160265, 'negative': 0.0041735773}"
5,pathetic weasley say snape here let show he turn wand harry fast harry react instinctively think nonverbal spell forget yelled protego his shield charm strong snape knock offbalance hit desk the whole class look around watch snape right scowl,neutral,0.6718316,"{'neutral': 0.6718316, 'negative': 0.23295522, 'positive': 0.09521324}"
5,I mean funny instruction know hey say harry indignantly pull copy advanced potionmake bag raise wand specialis revelio say rap smartly front cover nothing whatsoever happen the book simply lie look old dirty dogeare,negative,0.6528001,"{'negative': 0.6528001, 'neutral': 0.29917872, 'positive': 0.04802125}"
5,morfin let mad cackle laughter gaunt scream mend pointless lump mend merope stumble across room time raise wand ogden lift say firmly reparo the pot mend instantly gaunt look moment though going shout ogden seem think well instead jeer daughter lucky nice man ministry perhaps take hand perhaps mind dirty squib,neutral,0.5499836,"{'neutral': 0.5499836, 'positive': 0.2841562, 'negative': 0.16586016}"
5,I get go look pretty hive merope you disgusting little squib filthy little blood traitor roar gaunt lose control hand close around daughter throat both harry ogden yell no time ogden raise wand cry relashio gaunt throw backward away daughter trip chair fall flat back with roar rage morfin leapt chair run ogden brandish bloody knife fire hex indiscriminately wand ogden run life,negative,0.88548917,"{'negative': 0.88548917, 'neutral': 0.09751344, 'positive': 0.01699741}"
5,we get go explain say hermione look hagrid huge empty chair staff table follow saturday breakfast we get quidditch tryouts morning say ron and suppose practice aguamenti charm flitwick anyway explain how going tell hate stupid subject,negative,0.71453506,"{'negative': 0.71453506, 'neutral': 0.2633896, 'positive': 0.022075335}"
5,I keep look I think he pull old copy advanced potionmake bag tap cover wand mutter diffindo the cover fall he thing brandnew book hermione look scandalize he swap cover tap say reparo,neutral,0.8215517,"{'neutral': 0.8215517, 'negative': 0.12874405, 'positive': 0.049704306}"
5,he pull old copy advanced potionmake bag tap cover wand mutter diffindo the cover fall he thing brandnew book hermione look scandalize he swap cover tap say reparo there sit prince copy disguise new book sit fresh copy flourish blotts look thoroughly secondhand I give slughorn back new one complain cost nine galleon,neutral,0.5959057,"{'neutral': 0.5959057, 'negative': 0.36718944, 'positive': 0.036904912}"
5,the harry pore book realize much handy hint shortcut potion earn glow reputation slughorn also imaginative little jinxes hexes scribble margin harry sure judge crossingsout revision prince invent harry already attempt prince selfinvente spell there hex cause toenail grow alarmingly fast try crabbe corridor entertaining result jinx glue tongue roof mouth twice use general applause unsuspecte argus filch perhaps useful muffliato spell fill ear anyone nearby unidentifiable buzz lengthy conversation could hold class without overheard the person find charm amusing hermione maintain rigidly disapprove expression throughout refuse talk harry use muffliato spell anyone vicinity sit bed harry turn book sideways examine closely scribble instruction spell seem cause prince trouble,neutral,0.73923916,"{'neutral': 0.73923916, 'positive': 0.23462118, 'negative': 0.026139615}"
5,harry already attempt prince selfinvente spell there hex cause toenail grow alarmingly fast try crabbe corridor entertaining result jinx glue tongue roof mouth twice use general applause unsuspecte argus filch perhaps useful muffliato spell fill ear anyone nearby unidentifiable buzz lengthy conversation could hold class without overheard the person find charm amusing hermione maintain rigidly disapprove expression throughout refuse talk harry use muffliato spell anyone vicinity sit bed harry turn book sideways examine closely scribble instruction spell seem cause prince trouble there many crossingsout alteration finally cram corner page scribble,neutral,0.7527395,"{'neutral': 0.7527395, 'positive': 0.13642539, 'negative': 0.11083507}"
5,sit bed harry turn book sideways examine closely scribble instruction spell seem cause prince trouble there many crossingsout alteration finally cram corner page scribble levicorpus nvbl while wind sleet pound relentlessly windows neville snored loudly harry stare letter bracket nvbl mean nonverbal harry rather doubt would able bring particular spell still difficulty nonverbal spell something snape quick comment every dada,neutral,0.627665,"{'neutral': 0.627665, 'negative': 0.33895317, 'positive': 0.033381887}"
5,class on hand prince prove much effective teacher snape far point wand nothing particular give upward flick say levicorpus inside head aaaaaaaargh,neutral,0.6591902,"{'neutral': 0.6591902, 'positive': 0.18161196, 'negative': 0.15919782}"
5,sorry yell harry dean seamus roar laughter neville pick floor fall bed hang I let he grope potion book riffle panic try find right page last locate decipher one cramp word underneath spell pray counterjinx harry think liberacorpus might there another flash light ron fall heap onto mattress,neutral,0.7103853,"{'neutral': 0.7103853, 'negative': 0.21681118, 'positive': 0.0728035}"
5,but I jiggere I know get all I know billy argue day and mrs cole take another swig gin slop little chin time summer outing take know year countryside seaside well amy benson dennis bishop never quite right afterwards ever get go cave tom riddle he swear gone explore something happen I sure and well lot thing funny thing,neutral,0.67521435,"{'neutral': 0.67521435, 'positive': 0.20690611, 'negative': 0.11787954}"
5,his power hear surprisingly welldevelope young wizard interestingly ominously already discover measure control begin use consciously and see random experiment typical young wizard he already use magic people frighten punish control the little story strangle rabbit young boy girl lure cave suggestive I make hurt I want,neutral,0.7137926,"{'neutral': 0.7137926, 'positive': 0.24031577, 'negative': 0.045891624}"
5,you lag behind everybody else start neville already get first pod they look around sure enough sit neville bloody lip several nasty scratch along side face clutch unpleasantly pulsate green object size grapefruit okay professor start say ron add quietly turn away use muffliato harry no say hermione look always intensely cross think halfblood prince spell well come well get go,neutral,0.48577282,"{'neutral': 0.48577282, 'negative': 0.4648322, 'positive': 0.049395017}"
5,no I say ron quiet voice harry miss pod hit bowl shatter reparo say hastily poke piece wand bowl spring back together the crash however appear awoken ron hermione harry presence hermione looked fluster immediately start fuss copy flesheate tree world find correct way juice snargaluff pod ron hand look sheepish also rather please,neutral,0.77004886,"{'neutral': 0.77004886, 'negative': 0.18423794, 'positive': 0.045713276}"
5,panic ginny say angrily land next demelza examine fat lip you prat ron look state I fix say harry land beside two girl point wand demelza mouth say episkey and ginny call ron prat captain team well seem busy call prat I think someone harry force laugh,neutral,0.6931355,"{'neutral': 0.6931355, 'negative': 0.23855634, 'positive': 0.06830815}"
5,she walk slowly erectly toward door harry glanced ron look relieve nothing bad happen oppugno come shriek doorway harry spin around see hermione point wand ron expression wild the little flock bird speed like hail fat golden bullet toward ron yelp cover face hand bird attack peck claw every bit flesh could reach gerremoffme yell one last look vindictive fury hermione wrench open door disappear,neutral,0.8120554,"{'neutral': 0.8120554, 'positive': 0.11685541, 'negative': 0.0710892}"
5,the halfblood prince someone use go hogwart I get old potion book he write spell spell invent one levicorpus oh one great vogue time hogwart say lupin reminiscently there month fifth year move hoist air ankle,neutral,0.50425017,"{'neutral': 0.50425017, 'positive': 0.47868925, 'negative': 0.017060615}"
5,meanwhile village little hangleton maid run along high street scream three body lie draw room big house tom riddle senior mother father the muggle authority perplex as far I aware know day riddle die avada kedavra curse usually leave sign damage the exception sit dumbledore add nod harry scar the ministry hand know wizard murder,neutral,0.58065,"{'neutral': 0.58065, 'negative': 0.3874452, 'positive': 0.031904846}"
5,hermione wave wand enthusiastically cauldron unfortunately could copy spell good nonverbal incantation need say word aloud ernie macmillan however mutter specialis revelio cauldron sound impressive harry ron hastened imitate it take harry five minute realize reputation good potionmaker class crash around ear slughorn peer hopefully cauldron first circuit dungeon prepare exclaim delight usually instead withdraw head hastily cough smell bad egg overwhelm,positive,0.58851725,"{'positive': 0.58851725, 'neutral': 0.37999758, 'negative': 0.031485133}"
5,staggering look around ron fist draw right back face contort rage strike harry react instinctively wand pocket incantation spring mind without conscious thought levicorpus ron yelled heel wrench upward dangle helplessly upside robe hang what harry bellow,neutral,0.76514465,"{'neutral': 0.76514465, 'negative': 0.18788505, 'positive': 0.04697033}"
5,ron awoke yelp what go harry pointed wand hastily door madam pomfrey office mutter muffliato would come run then scramble end bed well look go two houseelve roll around floor middle dormitory one wear shrunken maroon jumper several woolly hat filthy old rag string hip like loincloth,neutral,0.8692831,"{'neutral': 0.8692831, 'negative': 0.06608912, 'positive': 0.064627826}"
5,exactly kreacher mistress would say find moment dobby sink knobbly little fist kreacher mouth knock half tooth harry ron leapt bed wrench two elf apart though continue try kick punch egged peeve swoop around lamp squeal stick finger nosey draw cork pull earsie harry aim wand peeve say langlock peeve clutch throat gulp swooped room make obscene gesture unable speak owe fact tongue glue roof mouth nice one say ron appreciatively lift dobby air flailing limb long make contact kreacher that another prince hex,neutral,0.803797,"{'neutral': 0.803797, 'negative': 0.103147455, 'positive': 0.0930556}"
5,okay say harry ron release elf fall floor continue fight master call croak kreacher sink bow even give harry look plainly wish painful death yeah I say harry glance toward madam pomfrey office door check muffliato spell still work sign hear commotion I get job kreacher whatever master want say kreacher sink low lip almost touch gnarl toe kreacher choice kreacher ashamed master yes,neutral,0.6601443,"{'neutral': 0.6601443, 'negative': 0.28086916, 'positive': 0.058986504}"
5,it right say hermione kindly hurry forward help here she tap broken scale wand say reparo the girl say thank remain rooted spot pass watch sight ron glance back I swear get small say never mind say harry little impatiently,neutral,0.6025008,"{'neutral': 0.6025008, 'negative': 0.2082608, 'positive': 0.18923835}"
5,he would listen snape first year say hermione dismissively harry ignore he find incantation sectumsempra scrawl margin intriguing word for enemy itching try think good front hermione instead surreptitiously fold corner page they sit beside fire common room people awake fellow sixth year,neutral,0.78639835,"{'neutral': 0.78639835, 'negative': 0.109362386, 'positive': 0.104239285}"
5,some people perhaps would say little choose two way dumbledore know I think harry rush fierce pride parent difference world chapter 24 sectumsempra exhaust delighted night work harry tell ron hermione everything happen next morning charm lesson first cast muffliato spell upon near they satisfyingly impressed way wheedle memory slughorn positively awed tell voldemort horcruxe dumbledore promise take harry along find another one,positive,0.50228333,"{'positive': 0.50228333, 'neutral': 0.48172748, 'negative': 0.015989155}"
5,chapter 24 sectumsempra exhaust delighted night work harry tell ron hermione everything happen next morning charm lesson first cast muffliato spell upon near they satisfyingly impressed way wheedle memory slughorn positively awed tell voldemort horcruxe dumbledore promise take harry along find another one wow say ron harry finally finish tell everything ron wave wand vaguely direction ceiling without pay slight bit attention,positive,0.8792281,"{'positive': 0.8792281, 'neutral': 0.11676956, 'negative': 0.004002382}"
5,typical say ron harry put book away notice corner page fold turning see sectumsempra spell caption for enemy mark week previously he still find mainly want test around hermione consider try mclaggen next time come behind unawares the person particularly pleased see katie bell back school dean thomas would long require fill place chaser,neutral,0.78086936,"{'neutral': 0.78086936, 'negative': 0.12024077, 'positive': 0.09888983}"
5,malfoy wheel around draw wand instinctively harry pull malfoy hex miss harry inch shatter lamp wall beside harry throw sideways think levicorpus flick wand malfoy block jinx raise wand another no,neutral,0.80413324,"{'neutral': 0.80413324, 'negative': 0.15671475, 'positive': 0.039151937}"
5,stop there loud bang bin behind harry explode harry attempt leglocker curse backfire wall behind malfoy ear smash cistern beneath moan myrtle scream loudly water pour everywhere harry slip malfoy face contort cry cruci sectumsempra bellow harry floor wave wand wildly blood spurt malfoy face chest though slash invisible sword he stagger backward collapse onto waterlogge floor great splash wand fall limp right hand,neutral,0.5262816,"{'neutral': 0.5262816, 'negative': 0.43460912, 'positive': 0.039109282}"
5,by sound malfoy trying use unforgivable curse glad harry something good sleeve well course I glad harry cursed say hermione clearly sting but call sectumsempra spell good ginny look land and I think see do chance match oh start act though understand quidditch snap ginny embarrass,positive,0.5015301,"{'positive': 0.5015301, 'neutral': 0.36923102, 'negative': 0.12923889}"
5,which horcrux where I sure though I think rule snake I believe hidden cave coast many mile cave I try locate long time cave tom riddle terrorize two child orphanage annual trip remember yes say harry how protect,neutral,0.79063606,"{'neutral': 0.79063606, 'positive': 0.120823495, 'negative': 0.08854053}"
5,at horrible sensation squeeze thick rubber tube could draw breath every part compress almost past endurance thought must suffocate invisible band seem burst open stand cool darkness breathe lungfuls fresh salty air chapter 26 the cave harry could smell salt hear rush wave light chilly breeze ruffle hair look moonlit sea starstrewn sky he stand upon high outcrop dark rock water foam churning,negative,0.561292,"{'negative': 0.561292, 'neutral': 0.417309, 'positive': 0.021399109}"
5,the low rock slippery seawater harry could feel fleck cold salt spray hit face lumos say dumbledore reach boulder close cliff face a thousand fleck golden light sparkle upon dark surface water foot crouch black wall rock beside illuminate you see say dumbledore quietly hold wand little high,neutral,0.86169106,"{'neutral': 0.86169106, 'positive': 0.10417487, 'negative': 0.03413408}"
5,he continue swim dumbledore wake tip benumb finger brush rough wet rock then see dumbledore rise water ahead silver hair dark robe gleam when harry reach spot find step lead large cave he clamber water stream soak clothe emerge shiver uncontrollably still freeze air dumbledore stand middle cave wand hold high turn slowly spot examine wall ceiling,neutral,0.8730119,"{'neutral': 0.8730119, 'positive': 0.11475206, 'negative': 0.012236094}"
5,when harry reach spot find step lead large cave he clamber water stream soak clothe emerge shiver uncontrollably still freeze air dumbledore stand middle cave wand hold high turn slowly spot examine wall ceiling yes place say dumbledore how tell harry speak whisper,neutral,0.917323,"{'neutral': 0.917323, 'positive': 0.057130605, 'negative': 0.025546428}"
5,now lord voldemort obstacle stand way rather nature make dumbledore approach wall cave caress blacken fingertip murmur word strange tongue harry understand twice dumbledore walk right around cave touch much rough rock could occasionally pause run finger backward forward particular spot finally stop hand press flat wall here say,neutral,0.91405797,"{'neutral': 0.91405797, 'positive': 0.06948713, 'negative': 0.016454887}"
5,dumbledore approach wall cave caress blacken fingertip murmur word strange tongue harry understand twice dumbledore walk right around cave touch much rough rock could occasionally pause run finger backward forward particular spot finally stop hand press flat wall here say we go,neutral,0.90974486,"{'neutral': 0.90974486, 'positive': 0.08036548, 'negative': 0.009889619}"
5,harry ask dumbledore know he never see wizard work thing like simply look touch harry long since learn bang smoke often mark ineptitude expertise dumbledore step back cave wall point wand rock for moment arch outline appear blaze white though powerful light behind crack you ddone say harry chatter teeth word leave lip outline go leave rock bare solid ever,neutral,0.76576537,"{'neutral': 0.76576537, 'negative': 0.17894989, 'positive': 0.055284746}"
5,dumbledore look around harry I sorry I forgot say pointed wand harry harry clothe warm dry hang front blaze fire thank say harry gratefully dumbledore already turn attention back solid cave wall he try magic simply stand stare intently though something extremely interesting write harry stay quite still want break dumbledore concentration,positive,0.6872795,"{'positive': 0.6872795, 'neutral': 0.30108163, 'negative': 0.011638833}"
5,I oh okay harry expect clear throat say loudly wand aloft accio horcrux with noise like explosion something large pale erupt dark water twenty foot away harry could see vanish crash splash make great deep ripple mirror surface harry leapt backward shock hit wall heart still thunder turn dumbledore,neutral,0.7114489,"{'neutral': 0.7114489, 'positive': 0.2459428, 'negative': 0.042608295}"
5,dumbledore gulp goblet drain every last drop great rattle gasp roll onto face no shout harry stand refill goblet instead drop cup basin fling beside dumbledore heave onto back dumbledore glass askew mouth agape eye close no say harry shake dumbledore dead say poison wake wake rennervate cry wand point dumbledore chest flash red light nothing happen rennervate sir please dumbledore eyelid flicker harry heart leapt,neutral,0.709658,"{'neutral': 0.709658, 'negative': 0.1981423, 'positive': 0.0921996}"
5,no shout harry stand refill goblet instead drop cup basin fling beside dumbledore heave onto back dumbledore glass askew mouth agape eye close no say harry shake dumbledore dead say poison wake wake rennervate cry wand point dumbledore chest flash red light nothing happen rennervate sir please dumbledore eyelid flicker harry heart leapt sir,neutral,0.763855,"{'neutral': 0.763855, 'negative': 0.17668405, 'positive': 0.059461005}"
5,yes he leapt foot seize goblet drop basin barely register golden locket lie curl beneath aguamenti shout jab goblet wand the goblet fill clear water harry drop knee beside dumbledore raise head bring glass lip empty dumbledore groaned begin pant,neutral,0.830824,"{'neutral': 0.830824, 'positive': 0.1346029, 'negative': 0.034573093}"
5,the goblet fill clear water harry drop knee beside dumbledore raise head bring glass lip empty dumbledore groaned begin pant but I wait aguamenti say harry pointing wand goblet once second clear water gleam within approach dumbledore mouth water vanish sir I try I trying say harry desperately think dumbledore could hear roll onto side draw great rattle breath sound agonizing,neutral,0.7758951,"{'neutral': 0.7758951, 'negative': 0.13195236, 'positive': 0.09215252}"
5,once second clear water gleam within approach dumbledore mouth water vanish sir I try I trying say harry desperately think dumbledore could hear roll onto side draw great rattle breath sound agonize aguamenti aguamenti aguamenti the goblet fill empty and dumbledore breathing fade,neutral,0.6844673,"{'neutral': 0.6844673, 'positive': 0.19420604, 'negative': 0.1213267}"
5,a slimy white hand grip wrist creature belong pull slowly backward across rock the surface lake long mirrorsmooth churn everywhere harry look white head hand emerge dark water man woman child sink sightless eye move toward rock army dead rise black water petrificus totalus yell harry struggle cle smooth soak surface island point wand inferius arm it release fall backward water splash scramble foot many inferi already climb onto rock bony hand claw slippery surface blank frosted eye upon trail waterlogge rag sink face leer petrificus totalus harry bellow back away swipe wand air six seven crumpled come toward impedimenta,neutral,0.7944646,"{'neutral': 0.7944646, 'negative': 0.16952656, 'positive': 0.036008835}"
5,the surface lake long mirrorsmooth churn everywhere harry look white head hand emerge dark water man woman child sink sightless eye move toward rock army dead rise black water petrificus totalus yell harry struggle cle smooth soak surface island point wand inferius arm it release fall backward water splash scramble foot many inferi already climb onto rock bony hand claw slippery surface blank frosted eye upon trail waterlogge rag sink face leer petrificus totalus harry bellow back away swipe wand air six seven crumpled come toward impedimenta incarcerous,neutral,0.78876394,"{'neutral': 0.78876394, 'negative': 0.16827051, 'positive': 0.042965487}"
5,petrificus totalus yell harry struggle cle smooth soak surface island point wand inferius arm it release fall backward water splash scramble foot many inferi already climb onto rock bony hand claw slippery surface blank frosted eye upon trail waterlogge rag sink face leer petrificus totalus harry bellow back away swipe wand air six seven crumpled come toward impedimenta incarcerous a stumble one two bind rope climb onto rock behind merely step fall body,neutral,0.819199,"{'neutral': 0.819199, 'negative': 0.1290332, 'positive': 0.051767725}"
5,petrificus totalus harry bellow back away swipe wand air six seven crumpled come toward impedimenta incarcerous a stumble one two bind rope climb onto rock behind merely step fall body still slash air wand harry yell sectumsempra sectumsempra,neutral,0.7787224,"{'neutral': 0.7787224, 'negative': 0.16130103, 'positive': 0.05997655}"
5,incarcerous a stumble one two bind rope climb onto rock behind merely step fall body still slash air wand harry yelled sectumsempra sectumsempra but though gash appear sodden rag icy skin blood spill they walk unfeele shrunken hand outstretche toward back away still far feel arm enclose behind thin fleshless arm cold death foot leave ground lift begin carry slowly surely back water know would release would drown become one dead guardian fragment voldemort shatter soul,neutral,0.6108397,"{'neutral': 0.6108397, 'negative': 0.36193046, 'positive': 0.027229857}"
5,here harry wiped graze forearm upon stone having receive tribute blood archway reopen instantly they cross outer cave harry help dumbledore back icy seawater fill crevice cliff it go right sir harry say worried dumbledore silence weaken voice we nearly,neutral,0.8634935,"{'neutral': 0.8634935, 'positive': 0.1106792, 'negative': 0.025827317}"
5,no harry harry raised wand accio rosmerta broom a second later hear loud bang front door pub burst open two broom shoot street race harry side stop dead quiver slightly waist height rosmerta please send message ministry say dumbledore mount broom nearest,neutral,0.7612436,"{'neutral': 0.7612436, 'negative': 0.20694043, 'positive': 0.031815972}"
5,he look around dumbledore gestured retreat harry back away draw wand the door burst open somebody erupt shout expelliarmus harry body become instantly rigid immobile feel fall back tower wall prop like unsteady statue unable move speak he could understand happen expelliarmus freeze charm,neutral,0.84884214,"{'neutral': 0.84884214, 'negative': 0.09219412, 'positive': 0.058963723}"
5,the door burst open somebody erupt shout expelliarmus harry body become instantly rigid immobile feel fall back tower wall prop like unsteady statue unable move speak he could understand happen expelliarmus freeze charm then light mark see dumbledore wand fly arc edge rampart understand dumbledore wordlessly immobilize harry second take perform spell cost chance defend,neutral,0.6899869,"{'neutral': 0.6899869, 'negative': 0.2688108, 'positive': 0.041202277}"
5,I even know dark lord bother kill yer come draco but moment renew sound scuffling voice shout they block stair reducto reducto harry heart leapt so four eliminated opposition merely break fight top tower sound create barrier behind,neutral,0.49454275,"{'neutral': 0.49454275, 'negative': 0.4716068, 'positive': 0.033850543}"
5,come draco but moment renew sound scuffling voice shout they block stair reducto reducto harry heart leapt so four eliminated opposition merely break fight top tower sound create barrier behind now draco quickly say brutalfaced man angrily,neutral,0.645175,"{'neutral': 0.645175, 'negative': 0.31625745, 'positive': 0.0385676}"
5,severus please snape raise wand point directly dumbledore avada kedavra a jet green light shoot end snape wand hit dumbledore squarely chest harry scream horror never leave silent unmoving force watch dumbledore blast air,neutral,0.7838634,"{'neutral': 0.7838634, 'positive': 0.1394618, 'negative': 0.07667473}"
